Data as of,Start Date,End Date,State,Sex,Age group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
02/10/2021,01/01/2020,02/06/2021,Indiana,Female,50-64 years,425,5111,572,242,17,772,
02/10/2021,01/01/2020,02/06/2021,Indiana,Female,55-64 years,356,4162,475,204,12,639,
02/10/2021,01/01/2020,02/06/2021,Indiana,Female,65-74 years,802,7031,864,418,17,1265,
02/10/2021,01/01/2020,02/06/2021,Indiana,Female,75-84 years,1357,9777,1178,622,22,1934,
02/10/2021,01/01/2020,02/06/2021,Indiana,Female,85 years and over,2281,14820,1430,721,32,3021,
02/10/2021,01/01/2020,02/06/2021,Indiana,Unknown,All Ages,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/10/2021,01/01/2020,02/06/2021,Indiana,Unknown,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/10/2021,01/01/2020,02/06/2021,Indiana,Unknown,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/10/2021,01/01/2020,02/06/2021,Indiana,Unknown,1-4 years,0,0,0,0,0,0,
02/10/2021,01/01/2020,02/06/2021,Indiana,Unknown,5-14 years,0,0,0,0,0,0,
02/10/2021,01/01/2020,02/06/2021,Indiana,Unknown,15-24 years,0,0,0,0,0,0,
02/10/2021,01/01/2020,02/06/2021,Indiana,Unknown,18-29 years,0,0,0,0,0,0,
02/10/2021,01/01/2020,02/06/2021,Indiana,Unknown,25-34 years,0,0,0,0,0,0,
02/10/2021,01/01/2020,02/06/2021,Indiana,Unknown,30-49 years,0,0,0,0,0,0,
02/10/2021,01/01/2020,02/06/2021,Indiana,Unknown,35-44 years,0,0,0,0,0,0,
02/10/2021,01/01/2020,02/06/2021,Indiana,Unknown,45-54 years,0,0,0,0,0,0,
02/10/2021,01/01/2020,02/06/2021,Indiana,Unknown,50-64 years,0,0,0,0,0,0,
02/10/2021,01/01/2020,02/06/2021,Indiana,Unknown,55-64 years,0,0,0,0,0,0,
02/10/2021,01/01/2020,02/06/2021,Indiana,Unknown,65-74 years,0,0,0,0,0,0,
02/10/2021,01/01/2020,02/06/2021,Indiana,Unknown,75-84 years,0,0,0,0,0,0,
02/10/2021,01/01/2020,02/06/2021,Indiana,Unknown,85 years and over,0,0,0,0,0,0,
02/10/2021,01/01/2020,02/06/2021,Iowa,All Sexes,All Ages,5242,37649,3624,1782,96,7178,
02/10/2021,01/01/2020,02/06/2021,Iowa,Male,All Ages,2703,19072,1974,1005,38,3708,
02/10/2021,01/01/2020,02/06/2021,Iowa,Male,Under 1 year,0,76,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/10/2021,01/01/2020,02/06/2021,Iowa,Male,0-17 years,0,167,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/10/2021,01/01/2020,02/06/2021,Iowa,Male,1-4 years,0,21,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/10/2021,01/01/2020,02/06/2021,Iowa,Male,5-14 years,0,34,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/10/2021,01/01/2020,02/06/2021,Iowa,Male,15-24 years,0,217,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/10/2021,01/01/2020,02/06/2021,Iowa,Male,18-29 years,,339,,,,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/10/2021,01/01/2020,02/06/2021,Iowa,Male,25-34 years,,359,,,0,14,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/10/2021,01/01/2020,02/06/2021,Iowa,Male,30-49 years,58,1092,45,22,0,81,
02/10/2021,01/01/2020,02/06/2021,Iowa,Male,35-44 years,30,507,20,,0,41,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/10/2021,01/01/2020,02/06/2021,Iowa,Male,45-54 years,82,1017,71,39,,115,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/10/2021,01/01/2020,02/06/2021,Iowa,Male,50-64 years,329,3219,262,139,,456,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/10/2021,01/01/2020,02/06/2021,Iowa,Male,55-64 years,271,2586,212,112,,374,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/10/2021,01/01/2020,02/06/2021,Iowa,Male,65-74 years,517,4060,424,208,10,743,
02/10/2021,01/01/2020,02/06/2021,Iowa,Male,75-84 years,813,4799,572,296,11,1099,
02/10/2021,01/01/2020,02/06/2021,Iowa,Male,85 years and over,982,5396,660,339,,1312,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/10/2021,01/01/2020,02/06/2021,Iowa,Female,All Ages,2539,18576,1650,777,58,3470,
02/10/2021,01/01/2020,02/06/2021,Iowa,Female,Under 1 year,,63,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/10/2021,01/01/2020,02/06/2021,Iowa,Female,0-17 years,,106,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/10/2021,01/01/2020,02/06/2021,Iowa,Female,1-4 years,,10,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/10/2021,01/01/2020,02/06/2021,Iowa,Female,5-14 years,0,19,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/10/2021,01/01/2020,02/06/2021,Iowa,Female,15-24 years,,75,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/10/2021,01/01/2020,02/06/2021,Iowa,Female,18-29 years,,120,,,0,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/10/2021,01/01/2020,02/06/2021,Iowa,Female,25-34 years,11,141,11,,,16,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/10/2021,01/01/2020,02/06/2021,Iowa,Female,30-49 years,38,569,30,15,,54,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/10/2021,01/01/2020,02/06/2021,Iowa,Female,35-44 years,12,267,11,,0,20,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/10/2021,01/01/2020,02/06/2021,Iowa,Female,45-54 years,47,595,42,22,,68,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/10/2021,01/01/2020,02/06/2021,Iowa,Female,50-64 years,173,1927,158,69,,269,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/10/2021,01/01/2020,02/06/2021,Iowa,Female,55-64 years,146,1552,129,55,,226,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/10/2021,01/01/2020,02/06/2021,Iowa,Female,65-74 years,352,2911,284,147,13,502,
02/10/2021,01/01/2020,02/06/2021,Iowa,Female,75-84 years,659,4405,436,201,12,906,
02/10/2021,01/01/2020,02/06/2021,Iowa,Female,85 years and over,1308,8538,732,341,25,1724,
02/10/2021,01/01/2020,02/06/2021,Iowa,Unknown,All Ages,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/10/2021,01/01/2020,02/06/2021,Iowa,Unknown,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/10/2021,01/01/2020,02/06/2021,Iowa,Unknown,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/10/2021,01/01/2020,02/06/2021,Iowa,Unknown,1-4 years,0,0,0,0,0,0,
02/10/2021,01/01/2020,02/06/2021,Iowa,Unknown,5-14 years,0,0,0,0,0,0,
02/10/2021,01/01/2020,02/06/2021,Iowa,Unknown,15-24 years,0,0,0,0,0,0,
02/10/2021,01/01/2020,02/06/2021,Iowa,Unknown,18-29 years,0,0,0,0,0,0,
02/10/2021,01/01/2020,02/06/2021,Iowa,Unknown,25-34 years,0,0,0,0,0,0,
02/10/2021,01/01/2020,02/06/2021,Iowa,Unknown,30-49 years,0,0,0,0,0,0,
02/10/2021,01/01/2020,02/06/2021,Iowa,Unknown,35-44 years,0,0,0,0,0,0,
02/10/2021,01/01/2020,02/06/2021,Iowa,Unknown,45-54 years,0,0,0,0,0,0,
02/10/2021,01/01/2020,02/06/2021,Iowa,Unknown,50-64 years,0,0,0,0,0,0,
02/10/2021,01/01/2020,02/06/2021,Iowa,Unknown,55-64 years,0,0,0,0,0,0,
02/10/2021,01/01/2020,02/06/2021,Iowa,Unknown,65-74 years,0,0,0,0,0,0,
02/10/2021,01/01/2020,02/06/2021,Iowa,Unknown,75-84 years,0,0,0,0,0,0,
02/10/2021,01/01/2020,02/06/2021,Iowa,Unknown,85 years and over,0,0,0,0,0,0,
02/10/2021,01/01/2020,02/06/2021,Kansas,All Sexes,All Ages,4208,33753,3321,1778,122,5870,
02/10/2021,01/01/2020,02/06/2021,Kansas,Male,All Ages,2258,17605,1852,1030,57,3134,
02/10/2021,01/01/2020,02/06/2021,Kansas,Male,Under 1 year,0,111,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/10/2021,01/01/2020,02/06/2021,Kansas,Male,0-17 years,0,194,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/10/2021,01/01/2020,02/06/2021,Kansas,Male,1-4 years,0,14,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/10/2021,01/01/2020,02/06/2021,Kansas,Male,5-14 years,0,33,0,0,0,0,
02/10/2021,01/01/2020,02/06/2021,Kansas,Male,15-24 years,,290,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/10/2021,01/01/2020,02/06/2021,Kansas,Male,18-29 years,,467,10,,,15,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/10/2021,01/01/2020,02/06/2021,Kansas,Male,25-34 years,13,446,13,,,24,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/10/2021,01/01/2020,02/06/2021,Kansas,Male,30-49 years,86,1207,64,28,,126,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/10/2021,01/01/2020,02/06/2021,Kansas,Male,35-44 years,34,569,29,11,,53,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/10/2021,01/01/2020,02/06/2021,Kansas,Male,45-54 years,91,985,63,36,,120,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/10/2021,01/01/2020,02/06/2021,Kansas,Male,50-64 years,288,3078,262,150,11,411,
02/10/2021,01/01/2020,02/06/2021,Kansas,Male,55-64 years,240,2498,226,130,11,347,
02/10/2021,01/01/2020,02/06/2021,Kansas,Male,65-74 years,465,3847,431,227,11,679,
02/10/2021,01/01/2020,02/06/2021,Kansas,Male,75-84 years,713,4318,559,352,19,937,
02/10/2021,01/01/2020,02/06/2021,Kansas,Male,85 years and over,697,4494,521,268,11,961,
02/10/2021,01/01/2020,02/06/2021,Kansas,Female,All Ages,1950,16147,1469,748,65,2736,
02/10/2021,01/01/2020,02/06/2021,Kansas,Female,Under 1 year,0,84,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/10/2021,01/01/2020,02/06/2021,Kansas,Female,0-17 years,,134,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/10/2021,01/01/2020,02/06/2021,Kansas,Female,1-4 years,0,10,0,0,0,0,
02/10/2021,01/01/2020,02/06/2021,Kansas,Female,5-14 years,,22,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/10/2021,01/01/2020,02/06/2021,Kansas,Female,15-24 years,,84,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/10/2021,01/01/2020,02/06/2021,Kansas,Female,18-29 years,,129,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/10/2021,01/01/2020,02/06/2021,Kansas,Female,25-34 years,,166,,,,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/10/2021,01/01/2020,02/06/2021,Kansas,Female,30-49 years,42,658,32,12,,67,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/10/2021,01/01/2020,02/06/2021,Kansas,Female,35-44 years,18,316,17,,0,29,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/10/2021,01/01/2020,02/06/2021,Kansas,Female,45-54 years,55,620,51,25,,86,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/10/2021,01/01/2020,02/06/2021,Kansas,Female,50-64 years,177,1988,176,88,11,276,
02/10/2021,01/01/2020,02/06/2021,Kansas,Female,55-64 years,142,1607,137,69,10,220,
02/10/2021,01/01/2020,02/06/2021,Kansas,Female,65-74 years,313,2696,285,142,12,468,
02/10/2021,01/01/2020,02/06/2021,Kansas,Female,75-84 years,498,3810,385,212,19,690,
02/10/2021,01/01/2020,02/06/2021,Kansas,Female,85 years and over,913,6732,588,293,16,1224,
02/10/2021,01/01/2020,02/06/2021,Kansas,Unknown,All Ages,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/10/2021,01/01/2020,02/06/2021,Kansas,Unknown,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/10/2021,01/01/2020,02/06/2021,Kansas,Unknown,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/10/2021,01/01/2020,02/06/2021,Kansas,Unknown,1-4 years,0,0,0,0,0,0,
02/10/2021,01/01/2020,02/06/2021,Kansas,Unknown,5-14 years,0,0,0,0,0,0,
02/10/2021,01/01/2020,02/06/2021,Kansas,Unknown,15-24 years,0,0,0,0,0,0,
02/10/2021,01/01/2020,02/06/2021,Kansas,Unknown,18-29 years,0,0,0,0,0,0,
02/10/2021,01/01/2020,02/06/2021,Kansas,Unknown,25-34 years,0,0,0,0,0,0,
02/10/2021,01/01/2020,02/06/2021,Kansas,Unknown,30-49 years,0,0,0,0,0,0,
02/10/2021,01/01/2020,02/06/2021,Kansas,Unknown,35-44 years,0,0,0,0,0,0,
02/10/2021,01/01/2020,02/06/2021,Kansas,Unknown,45-54 years,0,0,0,0,0,0,
02/10/2021,01/01/2020,02/06/2021,Kansas,Unknown,50-64 years,0,0,0,0,0,0,
02/10/2021,01/01/2020,02/06/2021,Kansas,Unknown,55-64 years,0,0,0,0,0,0,
02/10/2021,01/01/2020,02/06/2021,Kansas,Unknown,65-74 years,0,0,0,0,0,0,
02/10/2021,01/01/2020,02/06/2021,Kansas,Unknown,75-84 years,0,0,0,0,0,0,
02/10/2021,01/01/2020,02/06/2021,Kansas,Unknown,85 years and over,0,0,0,0,0,0,
02/10/2021,01/01/2020,02/06/2021,Kentucky,All Sexes,All Ages,5313,58554,6449,2572,147,9331,
02/10/2021,01/01/2020,02/06/2021,Kentucky,Male,All Ages,2613,30458,3439,1398,70,4721,
02/10/2021,01/01/2020,02/06/2021,Kentucky,Male,Under 1 year,,163,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/10/2021,01/01/2020,02/06/2021,Kentucky,Male,0-17 years,,308,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/10/2021,01/01/2020,02/06/2021,Kentucky,Male,1-4 years,0,27,0,0,0,0,
02/10/2021,01/01/2020,02/06/2021,Kentucky,Male,5-14 years,0,47,0,0,0,0,
02/10/2021,01/01/2020,02/06/2021,Kentucky,Male,15-24 years,0,451,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/10/2021,01/01/2020,02/06/2021,Kentucky,Male,18-29 years,0,755,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/10/2021,01/01/2020,02/06/2021,Kentucky,Male,25-34 years,,888,18,,,22,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/10/2021,01/01/2020,02/06/2021,Kentucky,Male,30-49 years,76,2942,145,39,,186,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/10/2021,01/01/2020,02/06/2021,Kentucky,Male,35-44 years,38,1472,71,25,,85,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/10/2021,01/01/2020,02/06/2021,Kentucky,Male,45-54 years,93,2365,155,41,,213,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/10/2021,01/01/2020,02/06/2021,Kentucky,Male,50-64 years,370,6701,603,192,20,800,
02/10/2021,01/01/2020,02/06/2021,Kentucky,Male,55-64 years,310,5293,507,163,16,669,
02/10/2021,01/01/2020,02/06/2021,Kentucky,Male,65-74 years,705,7163,919,400,19,1241,
02/10/2021,01/01/2020,02/06/2021,Kentucky,Male,75-84 years,793,7241,1031,445,15,1394,
02/10/2021,01/01/2020,02/06/2021,Kentucky,Male,85 years and over,668,5348,732,322,12,1090,
02/10/2021,01/01/2020,02/06/2021,Kentucky,Female,All Ages,2700,28095,3010,1174,77,4610,
02/10/2021,01/01/2020,02/06/2021,Kentucky,Female,Under 1 year,0,112,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/10/2021,01/01/2020,02/06/2021,Kentucky,Female,0-17 years,0,190,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/10/2021,01/01/2020,02/06/2021,Kentucky,Female,1-4 years,0,17,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/10/2021,01/01/2020,02/06/2021,Kentucky,Female,5-14 years,0,39,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/10/2021,01/01/2020,02/06/2021,Kentucky,Female,15-24 years,0,176,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/10/2021,01/01/2020,02/06/2021,Kentucky,Female,18-29 years,,333,11,,,15,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/10/2021,01/01/2020,02/06/2021,Kentucky,Female,25-34 years,,421,18,,,21,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/10/2021,01/01/2020,02/06/2021,Kentucky,Female,30-49 years,37,1586,103,24,,123,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/10/2021,01/01/2020,02/06/2021,Kentucky,Female,35-44 years,15,735,50,12,,55,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/10/2021,01/01/2020,02/06/2021,Kentucky,Female,45-54 years,66,1483,123,31,,164,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/10/2021,01/01/2020,02/06/2021,Kentucky,Female,50-64 years,286,4382,446,144,18,605,
02/10/2021,01/01/2020,02/06/2021,Kentucky,Female,55-64 years,237,3508,366,121,16,497,
02/10/2021,01/01/2020,02/06/2021,Kentucky,Female,65-74 years,485,5523,672,249,20,927,
02/10/2021,01/01/2020,02/06/2021,Kentucky,Female,75-84 years,762,7156,868,364,14,1279,
02/10/2021,01/01/2020,02/06/2021,Kentucky,Female,85 years and over,1127,8925,904,391,14,1654,
02/10/2021,01/01/2020,02/06/2021,Kentucky,Unknown,All Ages,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/10/2021,01/01/2020,02/06/2021,Kentucky,Unknown,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/10/2021,01/01/2020,02/06/2021,Kentucky,Unknown,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/10/2021,01/01/2020,02/06/2021,Kentucky,Unknown,1-4 years,0,0,0,0,0,0,
02/10/2021,01/01/2020,02/06/2021,Kentucky,Unknown,5-14 years,0,0,0,0,0,0,
02/10/2021,01/01/2020,02/06/2021,Kentucky,Unknown,15-24 years,0,0,0,0,0,0,
02/10/2021,01/01/2020,02/06/2021,Kentucky,Unknown,18-29 years,0,0,0,0,0,0,
02/10/2021,01/01/2020,02/06/2021,Kentucky,Unknown,25-34 years,0,0,0,0,0,0,
02/10/2021,01/01/2020,02/06/2021,Kentucky,Unknown,30-49 years,0,0,0,0,0,0,
02/10/2021,01/01/2020,02/06/2021,Kentucky,Unknown,35-44 years,0,0,0,0,0,0,
02/10/2021,01/01/2020,02/06/2021,Kentucky,Unknown,45-54 years,0,0,0,0,0,0,
02/10/2021,01/01/2020,02/06/2021,Kentucky,Unknown,50-64 years,0,0,0,0,0,0,
02/10/2021,01/01/2020,02/06/2021,Kentucky,Unknown,55-64 years,0,0,0,0,0,0,
02/10/2021,01/01/2020,02/06/2021,Kentucky,Unknown,65-74 years,0,0,0,0,0,0,
02/10/2021,01/01/2020,02/06/2021,Kentucky,Unknown,75-84 years,0,0,0,0,0,0,
02/10/2021,01/01/2020,02/06/2021,Kentucky,Unknown,85 years and over,0,0,0,0,0,0,
02/10/2021,01/01/2020,02/06/2021,Louisiana,All Sexes,All Ages,7735,59247,6149,3917,96,10056,
02/10/2021,01/01/2020,02/06/2021,Louisiana,Male,All Ages,4176,31183,3333,2162,40,5383,
02/10/2021,01/01/2020,02/06/2021,Louisiana,Male,Under 1 year,,215,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/10/2021,01/01/2020,02/06/2021,Louisiana,Male,0-17 years,,409,,0,0,14,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/10/2021,01/01/2020,02/06/2021,Louisiana,Male,1-4 years,,43,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/10/2021,01/01/2020,02/06/2021,Louisiana,Male,5-14 years,,75,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/10/2021,01/01/2020,02/06/2021,Louisiana,Male,15-24 years,10,542,10,,0,17,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/10/2021,01/01/2020,02/06/2021,Louisiana,Male,18-29 years,16,962,20,,0,30,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/10/2021,01/01/2020,02/06/2021,Louisiana,Male,25-34 years,27,1051,27,12,,43,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/10/2021,01/01/2020,02/06/2021,Louisiana,Male,30-49 years,195,2982,147,96,,251,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/10/2021,01/01/2020,02/06/2021,Louisiana,Male,35-44 years,82,1453,77,49,,112,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/10/2021,01/01/2020,02/06/2021,Louisiana,Male,45-54 years,240,2307,152,112,,285,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/10/2021,01/01/2020,02/06/2021,Louisiana,Male,50-64 years,758,6647,603,390,10,980,
02/10/2021,01/01/2020,02/06/2021,Louisiana,Male,55-64 years,612,5314,504,316,,806,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/10/2021,01/01/2020,02/06/2021,Louisiana,Male,65-74 years,1139,7445,929,616,12,1462,
02/10/2021,01/01/2020,02/06/2021,Louisiana,Male,75-84 years,1227,7255,943,626,,1551,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/10/2021,01/01/2020,02/06/2021,Louisiana,Male,85 years and over,835,5483,683,428,,1095,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/10/2021,01/01/2020,02/06/2021,Louisiana,Female,All Ages,3559,28064,2816,1755,56,4673,
02/10/2021,01/01/2020,02/06/2021,Louisiana,Female,Under 1 year,,171,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/10/2021,01/01/2020,02/06/2021,Louisiana,Female,0-17 years,,275,,0,,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/10/2021,01/01/2020,02/06/2021,Louisiana,Female,1-4 years,0,27,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/10/2021,01/01/2020,02/06/2021,Louisiana,Female,5-14 years,0,43,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/10/2021,01/01/2020,02/06/2021,Louisiana,Female,15-24 years,,210,,,,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/10/2021,01/01/2020,02/06/2021,Louisiana,Female,18-29 years,11,349,21,10,,23,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/10/2021,01/01/2020,02/06/2021,Louisiana,Female,25-34 years,22,468,27,13,,37,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/10/2021,01/01/2020,02/06/2021,Louisiana,Female,30-49 years,143,1604,105,66,,189,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/10/2021,01/01/2020,02/06/2021,Louisiana,Female,35-44 years,69,757,52,31,,93,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/10/2021,01/01/2020,02/06/2021,Louisiana,Female,45-54 years,149,1434,125,69,,214,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/10/2021,01/01/2020,02/06/2021,Louisiana,Female,50-64 years,542,4426,453,275,14,732,
02/10/2021,01/01/2020,02/06/2021,Louisiana,Female,55-64 years,452,3544,368,234,,592,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/10/2021,01/01/2020,02/06/2021,Louisiana,Female,65-74 years,748,5515,624,398,,982,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/10/2021,01/01/2020,02/06/2021,Louisiana,Female,75-84 years,1058,7019,797,521,12,1346,
02/10/2021,01/01/2020,02/06/2021,Louisiana,Female,85 years and over,1054,8876,808,485,11,1388,
02/10/2021,01/01/2020,02/06/2021,Louisiana,Unknown,All Ages,0,0,0,0,0,0,
02/10/2021,01/01/2020,02/06/2021,Louisiana,Unknown,Under 1 year,0,0,0,0,0,0,
02/10/2021,01/01/2020,02/06/2021,Louisiana,Unknown,0-17 years,0,0,0,0,0,0,
02/10/2021,01/01/2020,02/06/2021,Louisiana,Unknown,1-4 years,0,0,0,0,0,0,
02/10/2021,01/01/2020,02/06/2021,Louisiana,Unknown,5-14 years,0,0,0,0,0,0,
