Data as of,Start Date,End Date,State,Sex,Age group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
02/03/2021,01/01/2020,01/30/2021,Georgia,Female,50-64 years,805,8024,799,425,29,1208,
02/03/2021,01/01/2020,01/30/2021,Georgia,Female,55-64 years,662,6350,650,346,24,990,
02/03/2021,01/01/2020,01/30/2021,Georgia,Female,65-74 years,1192,10084,1054,590,25,1681,
02/03/2021,01/01/2020,01/30/2021,Georgia,Female,75-84 years,1509,12923,1306,762,21,2074,
02/03/2021,01/01/2020,01/30/2021,Georgia,Female,85 years and over,1638,16204,1301,704,10,2244,
02/03/2021,01/01/2020,01/30/2021,Georgia,Unknown,All Ages,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Georgia,Unknown,Under 1 year,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Georgia,Unknown,0-17 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Georgia,Unknown,1-4 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Georgia,Unknown,5-14 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Georgia,Unknown,15-24 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Georgia,Unknown,18-29 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Georgia,Unknown,25-34 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Georgia,Unknown,30-49 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Georgia,Unknown,35-44 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Georgia,Unknown,45-54 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Georgia,Unknown,50-64 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Georgia,Unknown,55-64 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Georgia,Unknown,65-74 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Georgia,Unknown,75-84 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Georgia,Unknown,85 years and over,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Hawaii,All Sexes,All Ages,382,12648,864,186,26,1086,
02/03/2021,01/01/2020,01/30/2021,Hawaii,Male,All Ages,234,6822,504,116,16,638,
02/03/2021,01/01/2020,01/30/2021,Hawaii,Male,Under 1 year,0,40,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Hawaii,Male,0-17 years,0,65,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Hawaii,Male,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Hawaii,Male,5-14 years,0,13,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Hawaii,Male,15-24 years,,72,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Hawaii,Male,18-29 years,,112,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Hawaii,Male,25-34 years,,135,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Hawaii,Male,30-49 years,10,503,18,,0,25,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Hawaii,Male,35-44 years,,241,,,0,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Hawaii,Male,45-54 years,18,441,20,,0,32,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Hawaii,Male,50-64 years,52,1242,67,25,,96,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Hawaii,Male,55-64 years,37,977,54,20,,73,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Hawaii,Male,65-74 years,67,1557,111,37,,144,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Hawaii,Male,75-84 years,53,1536,127,27,,159,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Hawaii,Male,85 years and over,48,1807,172,23,,201,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Hawaii,Female,All Ages,148,5825,360,70,10,448,
02/03/2021,01/01/2020,01/30/2021,Hawaii,Female,Under 1 year,0,42,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Hawaii,Female,0-17 years,0,54,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Hawaii,Female,1-4 years,0,,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Hawaii,Female,5-14 years,0,,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Hawaii,Female,15-24 years,,26,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Hawaii,Female,18-29 years,,53,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Hawaii,Female,25-34 years,,62,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Hawaii,Female,30-49 years,,227,,,0,14,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Hawaii,Female,35-44 years,,101,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Hawaii,Female,45-54 years,,232,13,,0,15,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Hawaii,Female,50-64 years,23,670,48,11,,62,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Hawaii,Female,55-64 years,21,531,38,,,52,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Hawaii,Female,65-74 years,25,917,62,14,,77,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Hawaii,Female,75-84 years,29,1157,61,14,,77,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Hawaii,Female,85 years and over,60,2747,173,25,,211,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Hawaii,Unknown,All Ages,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Hawaii,Unknown,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Hawaii,Unknown,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Hawaii,Unknown,1-4 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Hawaii,Unknown,5-14 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Hawaii,Unknown,15-24 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Hawaii,Unknown,18-29 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Hawaii,Unknown,25-34 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Hawaii,Unknown,30-49 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Hawaii,Unknown,35-44 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Hawaii,Unknown,45-54 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Hawaii,Unknown,50-64 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Hawaii,Unknown,55-64 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Hawaii,Unknown,65-74 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Hawaii,Unknown,75-84 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Hawaii,Unknown,85 years and over,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Idaho,All Sexes,All Ages,1654,17084,1312,708,36,2290,
02/03/2021,01/01/2020,01/30/2021,Idaho,Male,All Ages,963,9142,770,445,22,1307,
02/03/2021,01/01/2020,01/30/2021,Idaho,Male,Under 1 year,0,54,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Idaho,Male,0-17 years,0,126,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Idaho,Male,1-4 years,0,15,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Idaho,Male,5-14 years,0,25,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Idaho,Male,15-24 years,,153,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Idaho,Male,18-29 years,,210,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Idaho,Male,25-34 years,,187,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Idaho,Male,30-49 years,23,622,13,,,30,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Idaho,Male,35-44 years,,308,,,,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Idaho,Male,45-54 years,28,495,25,11,,43,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Idaho,Male,50-64 years,97,1452,100,42,,160,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Idaho,Male,55-64 years,81,1173,81,35,,132,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Idaho,Male,65-74 years,224,1996,186,115,,303,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Idaho,Male,75-84 years,329,2495,268,154,,444,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Idaho,Male,85 years and over,288,2241,199,125,,364,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Idaho,Female,All Ages,691,7942,542,263,14,983,
02/03/2021,01/01/2020,01/30/2021,Idaho,Female,Under 1 year,0,40,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Idaho,Female,0-17 years,0,73,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Idaho,Female,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Idaho,Female,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Idaho,Female,15-24 years,0,48,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Idaho,Female,18-29 years,0,73,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Idaho,Female,25-34 years,0,106,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Idaho,Female,30-49 years,16,346,13,,0,22,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Idaho,Female,35-44 years,,161,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Idaho,Female,45-54 years,20,300,23,12,0,31,
02/03/2021,01/01/2020,01/30/2021,Idaho,Female,50-64 years,62,983,81,33,,112,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Idaho,Female,55-64 years,51,805,66,26,,93,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Idaho,Female,65-74 years,127,1421,116,60,,185,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Idaho,Female,75-84 years,183,2049,134,70,,249,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Idaho,Female,85 years and over,303,2997,194,93,,410,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Idaho,Unknown,All Ages,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Idaho,Unknown,Under 1 year,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Idaho,Unknown,0-17 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Idaho,Unknown,1-4 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Idaho,Unknown,5-14 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Idaho,Unknown,15-24 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Idaho,Unknown,18-29 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Idaho,Unknown,25-34 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Idaho,Unknown,30-49 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Idaho,Unknown,35-44 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Idaho,Unknown,45-54 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Idaho,Unknown,50-64 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Idaho,Unknown,55-64 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Idaho,Unknown,65-74 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Idaho,Unknown,75-84 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Idaho,Unknown,85 years and over,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Illinois,All Sexes,All Ages,18389,137272,15728,8988,224,25347,
02/03/2021,01/01/2020,01/30/2021,Illinois,Male,All Ages,9948,70760,8670,5193,96,13518,
02/03/2021,01/01/2020,01/30/2021,Illinois,Male,Under 1 year,,396,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Illinois,Male,0-17 years,,726,,,,12,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Illinois,Male,1-4 years,0,62,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Illinois,Male,5-14 years,,110,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Illinois,Male,15-24 years,18,1049,15,,0,26,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Illinois,Male,18-29 years,43,1886,42,18,,69,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Illinois,Male,25-34 years,73,1982,58,24,,109,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Illinois,Male,30-49 years,494,5514,337,207,,630,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Illinois,Male,35-44 years,213,2594,152,87,,282,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Illinois,Male,45-54 years,568,4713,428,269,,732,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Illinois,Male,50-64 years,1637,13640,1412,857,23,2214,
02/03/2021,01/01/2020,01/30/2021,Illinois,Male,55-64 years,1303,10860,1139,695,20,1766,
02/03/2021,01/01/2020,01/30/2021,Illinois,Male,65-74 years,2415,15503,2106,1318,17,3220,
02/03/2021,01/01/2020,01/30/2021,Illinois,Male,75-84 years,2767,16842,2529,1539,24,3780,
02/03/2021,01/01/2020,01/30/2021,Illinois,Male,85 years and over,2588,16649,2235,1252,23,3593,
02/03/2021,01/01/2020,01/30/2021,Illinois,Female,All Ages,8441,66511,7058,3795,128,11829,
02/03/2021,01/01/2020,01/30/2021,Illinois,Female,Under 1 year,,296,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Illinois,Female,0-17 years,,496,10,0,,15,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Illinois,Female,1-4 years,0,57,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Illinois,Female,5-14 years,0,90,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Illinois,Female,15-24 years,10,351,,,,16,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Illinois,Female,18-29 years,20,606,21,10,,33,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Illinois,Female,25-34 years,43,702,38,20,,62,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Illinois,Female,30-49 years,214,2689,200,95,,323,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Illinois,Female,35-44 years,93,1271,88,39,,146,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Illinois,Female,45-54 years,254,2623,247,130,,375,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Illinois,Female,50-64 years,862,8235,857,452,23,1290,
02/03/2021,01/01/2020,01/30/2021,Illinois,Female,55-64 years,696,6636,698,365,19,1048,
02/03/2021,01/01/2020,01/30/2021,Illinois,Female,65-74 years,1418,11172,1288,736,17,1986,
02/03/2021,01/01/2020,01/30/2021,Illinois,Female,75-84 years,2153,15952,1928,1049,31,3061,
02/03/2021,01/01/2020,01/30/2021,Illinois,Female,85 years and over,3773,27361,2754,1453,47,5121,
02/03/2021,01/01/2020,01/30/2021,Illinois,Unknown,All Ages,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Illinois,Unknown,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Illinois,Unknown,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Illinois,Unknown,1-4 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Illinois,Unknown,5-14 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Illinois,Unknown,15-24 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Illinois,Unknown,18-29 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Illinois,Unknown,25-34 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Illinois,Unknown,30-49 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Illinois,Unknown,35-44 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Illinois,Unknown,45-54 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Illinois,Unknown,50-64 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Illinois,Unknown,55-64 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Illinois,Unknown,65-74 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Illinois,Unknown,75-84 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Illinois,Unknown,85 years and over,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Indiana,All Sexes,All Ages,9709,78825,8825,4475,176,14229,
02/03/2021,01/01/2020,01/30/2021,Indiana,Male,All Ages,4946,40345,4761,2518,78,7263,
02/03/2021,01/01/2020,01/30/2021,Indiana,Male,Under 1 year,,240,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Indiana,Male,0-17 years,,447,,0,,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Indiana,Male,1-4 years,,44,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Indiana,Male,5-14 years,0,81,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Indiana,Male,15-24 years,,636,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Indiana,Male,18-29 years,,1078,12,,0,15,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Indiana,Male,25-34 years,17,1168,26,,,35,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Indiana,Male,30-49 years,125,3138,155,62,,226,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Indiana,Male,35-44 years,52,1434,68,28,,94,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Indiana,Male,45-54 years,153,2616,192,78,,274,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Indiana,Male,50-64 years,645,7784,742,354,15,1047,
02/03/2021,01/01/2020,01/30/2021,Indiana,Male,55-64 years,552,6228,620,303,13,881,
02/03/2021,01/01/2020,01/30/2021,Indiana,Male,65-74 years,1120,9069,1163,622,16,1676,
02/03/2021,01/01/2020,01/30/2021,Indiana,Male,75-84 years,1593,10078,1498,838,24,2275,
02/03/2021,01/01/2020,01/30/2021,Indiana,Male,85 years and over,1454,8751,1186,640,14,2014,
02/03/2021,01/01/2020,01/30/2021,Indiana,Female,All Ages,4763,38479,4064,1957,98,6966,
02/03/2021,01/01/2020,01/30/2021,Indiana,Female,Under 1 year,0,225,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Indiana,Female,0-17 years,,346,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Indiana,Female,1-4 years,0,35,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Indiana,Female,5-14 years,,59,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Indiana,Female,15-24 years,,212,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Indiana,Female,18-29 years,,415,11,,0,17,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Indiana,Female,25-34 years,,520,13,,,21,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Indiana,Female,30-49 years,79,1715,114,45,,155,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Indiana,Female,35-44 years,37,760,50,20,,70,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Indiana,Female,45-54 years,104,1603,153,61,,203,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Indiana,Female,50-64 years,402,5026,553,226,17,746,
02/03/2021,01/01/2020,01/30/2021,Indiana,Female,55-64 years,336,4088,457,189,12,616,
02/03/2021,01/01/2020,01/30/2021,Indiana,Female,65-74 years,775,6885,846,405,17,1233,
02/03/2021,01/01/2020,01/30/2021,Indiana,Female,75-84 years,1300,9558,1145,592,22,1874,
02/03/2021,01/01/2020,01/30/2021,Indiana,Female,85 years and over,2199,14534,1392,688,32,2934,
02/03/2021,01/01/2020,01/30/2021,Indiana,Unknown,All Ages,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
